transaction_id,amount_inr,is_fraud,score,decision,reason_codes
txn_3496645,9499.599731445312,0,0.0028625954198473282,APPROVE,purchaser email domain risk signal | aggregate risk feature (V29) elevated | aggregate risk feature (V130) elevated
txn_3506356,2547.600067138672,0,0.0028625954198473282,APPROVE,velocity/count signal (C1) elevated | card1 contributed to risk | aggregate risk feature (V7) elevated
txn_3572748,9499.599731445312,0,0.0028625954198473282,APPROVE,velocity/count signal (C1) elevated | card1 contributed to risk | purchaser email domain risk signal
txn_3561930,2921.5121154785156,1,0.6266666666666667,BLOCK,velocity/count signal (C14) elevated | velocity/count signal (C13) elevated | aggregate risk feature (V258) elevated
txn_3494889,9587.599731445312,0,0.01620491374803973,APPROVE,aggregate risk feature (V311) elevated | aggregate risk feature (V281) elevated | time-since-previous-activity signal (D2) unusual
txn_3517483,4944.984069824219,0,0.011466505733252867,APPROVE,velocity/count signal (C13) elevated | velocity/count signal (C14) elevated | card1 contributed to risk
txn_3462632,18563.599731445312,1,0.005319148936170213,APPROVE,velocity/count signal (C1) elevated | transaction amount unusual for this profile | card type (debit/credit) risk signal
txn_3460905,3036.0,0,0.004826060727930827,APPROVE,card2 contributed to risk | purchaser email domain risk signal | card5 contributed to risk
txn_3540934,22000.0,1,0.04038461538461539,APPROVE,transaction amount unusual for this profile | velocity/count signal (C13) elevated | velocity/count signal (C14) elevated
txn_3494100,17771.599731445312,0,0.008030488634816932,APPROVE,transaction amount unusual for this profile | billing/shipping distance unusual | purchaser email domain risk signal
txn_3470649,1579.6000671386719,0,0.0028625954198473282,APPROVE,time-since-previous-activity signal (D2) unusual | velocity/count signal (C2) elevated | velocity/count signal (C1) elevated
txn_3543186,3163.600067138672,0,0.0032074126870990736,APPROVE,velocity/count signal (C5) elevated | card2 contributed to risk | velocity/count signal (C1) elevated
txn_3532948,4312.0,0,0.036511156186612576,APPROVE,velocity/count signal (C13) elevated | identity match flag (M5) inconsistent | identity match flag (M6) inconsistent
txn_3477728,3872.0,0,0.022616136919315404,APPROVE,aggregate risk feature (V294) elevated | card2 contributed to risk | aggregate risk feature (V38) elevated
txn_3504670,4400.0,0,0.0028625954198473282,APPROVE,aggregate risk feature (V152) elevated | velocity/count signal (C13) elevated | product category carries elevated risk
txn_3478033,2488.728012084961,0,0.014556962025316455,APPROVE,velocity/count signal (C14) elevated | velocity/count signal (C13) elevated | recipient email domain risk signal
txn_3567979,4312.0,0,0.008030488634816932,APPROVE,card type (debit/credit) risk signal | time-since-previous-activity signal (D5) unusual | aggregate risk feature (V70) elevated
txn_3551046,20411.599731445312,0,0.011466505733252867,APPROVE,transaction amount unusual for this profile | card2 contributed to risk | velocity/count signal (C6) elevated
txn_3555950,18128.0,1,0.024603836530442035,APPROVE,aggregate risk feature (V294) elevated | transaction amount unusual for this profile | time-since-previous-activity signal (D15) unusual
txn_3566844,6776.0,1,0.008030488634816932,APPROVE,aggregate risk feature (V294) elevated | velocity/count signal (C9) elevated | aggregate risk feature (V54) elevated
txn_3509348,2488.728012084961,0,0.036511156186612576,APPROVE,card type (debit/credit) risk signal | id_20 contributed to risk | velocity/count signal (C13) elevated
txn_3491540,8800.0,0,0.0028625954198473282,APPROVE,recipient email domain risk signal | velocity/count signal (C13) elevated | id_13 contributed to risk
txn_3565730,2640.0,1,0.926605504587156,BLOCK,aggregate risk feature (V258) elevated | velocity/count signal (C1) elevated | velocity/count signal (C13) elevated
txn_3563318,14075.599731445312,0,0.004474861805738351,APPROVE,transaction amount unusual for this profile | aggregate risk feature (V320) elevated | time-since-previous-activity signal (D10) unusual
txn_3465909,4312.0,0,0.004826060727930827,APPROVE,identity match flag (M5) inconsistent | purchaser email domain risk signal | card1 contributed to risk
txn_3487627,10296.0,0,0.022616136919315404,APPROVE,velocity/count signal (C6) elevated | purchaser email domain risk signal | card1 contributed to risk
txn_3473556,58432.0,1,0.06521739130434782,APPROVE,billing address risk signal | transaction amount unusual for this profile | velocity/count signal (C13) elevated
txn_3552031,4659.600067138672,0,0.0028625954198473282,APPROVE,card1 contributed to risk | card type (debit/credit) risk signal | velocity/count signal (C11) elevated
txn_3475876,19888.0,0,0.023761031907671416,APPROVE,velocity/count signal (C14) elevated | velocity/count signal (C13) elevated | aggregate risk feature (V294) elevated
txn_3509703,42323.60107421875,0,0.04038461538461539,APPROVE,transaction amount unusual for this profile | velocity/count signal (C14) elevated | velocity/count signal (C13) elevated
txn_3485198,2716.032028198242,0,0.004826060727930827,APPROVE,velocity/count signal (C13) elevated | velocity/count signal (C14) elevated | browser risk signal
txn_3491635,5192.0,1,0.04038461538461539,APPROVE,card type (debit/credit) risk signal | aggregate risk feature (V294) elevated | time-since-previous-activity signal (D15) unusual
txn_3531890,5099.600067138672,0,0.0028625954198473282,APPROVE,velocity/count signal (C1) elevated | velocity/count signal (C2) elevated | velocity/count signal (C11) elevated
txn_3552102,697.9280204772949,1,0.37628865979381443,BLOCK,aggregate risk feature (V258) elevated | velocity/count signal (C1) elevated | velocity/count signal (C13) elevated
txn_3487146,2200.0,1,0.24630541871921183,BLOCK,velocity/count signal (C14) elevated | velocity/count signal (C13) elevated | aggregate risk feature (V258) elevated
txn_3575326,23760.0,0,0.11591962905718702,REVIEW,transaction amount unusual for this profile | velocity/count signal (C13) elevated | purchaser email domain risk signal
txn_3500440,3432.0,1,0.37628865979381443,BLOCK,velocity/count signal (C6) elevated | card1 contributed to risk | aggregate risk feature (V294) elevated
txn_3500395,10296.0,1,0.014556962025316455,APPROVE,aggregate risk feature (V294) elevated | card1 contributed to risk | card2 contributed to risk
txn_3564917,5099.600067138672,0,0.004474861805738351,APPROVE,purchaser email domain risk signal | card1 contributed to risk | velocity/count signal (C13) elevated
txn_3572426,14075.599731445312,0,0.008030488634816932,APPROVE,transaction amount unusual for this profile | billing/shipping distance unusual | card5 contributed to risk
txn_3576554,7299.5997314453125,0,0.008030488634816932,APPROVE,velocity/count signal (C6) elevated | card type (debit/credit) risk signal | card2 contributed to risk
txn_3532823,10296.0,0,0.004474861805738351,APPROVE,card2 contributed to risk | identity match flag (M6) inconsistent | aggregate risk feature (V70) elevated
txn_3567741,15048.0,0,0.06026785714285715,APPROVE,transaction amount unusual for this profile | velocity/count signal (C13) elevated | purchaser email domain risk signal
txn_3577364,6156.831726074219,1,0.07626076260762607,REVIEW,device fingerprint risk signal | velocity/count signal (C13) elevated | velocity/count signal (C14) elevated
txn_3541801,39160.0,1,0.023761031907671416,APPROVE,transaction amount unusual for this profile | velocity/count signal (C13) elevated | purchaser email domain risk signal
txn_3471105,3163.600067138672,0,0.01620491374803973,APPROVE,aggregate risk feature (V311) elevated | aggregate risk feature (V309) elevated | time-since-previous-activity signal (D2) unusual
txn_3550297,3408.4158630371094,1,0.7831325301204819,BLOCK,aggregate risk feature (V258) elevated | aggregate risk feature (V87) elevated | recipient email domain risk signal
txn_3558843,932.0960006713867,1,0.926605504587156,BLOCK,aggregate risk feature (V258) elevated | velocity/count signal (C1) elevated | velocity/count signal (C8) elevated
txn_3562793,3163.600067138672,0,0.0028625954198473282,APPROVE,card2 contributed to risk | billing address risk signal | velocity/count signal (C11) elevated
txn_3460881,4400.0,0,0.004826060727930827,APPROVE,recipient email domain risk signal | purchaser email domain risk signal | card2 contributed to risk
txn_3524849,5192.0,0,0.008030488634816932,APPROVE,card1 contributed to risk | purchaser email domain risk signal | aggregate risk feature (V70) elevated
txn_3485039,6947.5997314453125,0,0.008030488634816932,APPROVE,card1 contributed to risk | transaction amount unusual for this profile | card2 contributed to risk
txn_3559828,5192.0,0,0.0028625954198473282,APPROVE,velocity/count signal (C6) elevated | velocity/count signal (C1) elevated | identity match flag (M5) inconsistent
txn_3472000,2200.0,0,0.0028625954198473282,APPROVE,id_02 contributed to risk | operating system risk signal | screen resolution risk signal
txn_3554788,8536.0,1,0.11591962905718702,REVIEW,card type (debit/credit) risk signal | aggregate risk feature (V70) elevated | velocity/count signal (C2) elevated
txn_3465573,3432.0,0,0.004826060727930827,APPROVE,aggregate risk feature (V54) elevated | card type (debit/credit) risk signal | aggregate risk feature (V70) elevated
txn_3504408,4400.0,0,1e-06,APPROVE,aggregate risk feature (V258) elevated | id_02 contributed to risk | velocity/count signal (C4) elevated
txn_3469416,15048.0,0,0.022616136919315404,APPROVE,time-since-previous-activity signal (D2) unusual | transaction amount unusual for this profile | aggregate risk feature (V294) elevated
txn_3537998,9548.0,0,0.01235657546337158,APPROVE,purchaser email domain risk signal | card1 contributed to risk | aggregate risk feature (V70) elevated
txn_3467979,4796.0,0,0.024603836530442035,APPROVE,card type (debit/credit) risk signal | card1 contributed to risk | time-since-previous-activity signal (D4) unusual
txn_3520264,15048.0,0,0.5267857142857142,BLOCK,card2 contributed to risk | card type (debit/credit) risk signal | purchaser email domain risk signal
txn_3513937,5192.0,1,0.37628865979381443,BLOCK,card1 contributed to risk | billing/shipping distance unusual | card2 contributed to risk
txn_3482136,10296.0,0,0.04038461538461539,APPROVE,card2 contributed to risk | card type (debit/credit) risk signal | transaction amount unusual for this profile
txn_3529004,1568.9520416259766,0,0.008030488634816932,APPROVE,velocity/count signal (C13) elevated | recipient email domain risk signal | card3 contributed to risk
txn_3519200,4483.600067138672,0,0.008030488634816932,APPROVE,card1 contributed to risk | billing address risk signal | purchaser email domain risk signal
txn_3551578,3722.2240295410156,0,0.024603836530442035,APPROVE,velocity/count signal (C13) elevated | velocity/count signal (C14) elevated | time-since-previous-activity signal (D1) unusual
txn_3462286,2992.0,0,0.0011547344110854503,APPROVE,aggregate risk feature (V70) elevated | time-since-previous-activity signal (D1) unusual | time-since-previous-activity signal (D11) unusual
txn_3507315,17600.0,0,0.022616136919315404,APPROVE,velocity/count signal (C14) elevated | velocity/count signal (C13) elevated | transaction amount unusual for this profile
txn_3494554,2185.743942260742,0,0.004826060727930827,APPROVE,velocity/count signal (C13) elevated | card1 contributed to risk | id_14 contributed to risk
txn_3521942,5192.0,0,0.04038461538461539,APPROVE,card1 contributed to risk | velocity/count signal (C13) elevated | time-since-previous-activity signal (D4) unusual
txn_3513277,3867.600067138672,0,0.0028625954198473282,APPROVE,card type (debit/credit) risk signal | card3 contributed to risk | purchaser email domain risk signal
txn_3511273,3916.0,0,0.01620491374803973,APPROVE,velocity/count signal (C13) elevated | velocity/count signal (C14) elevated | aggregate risk feature (V70) elevated
txn_3516731,5979.5997314453125,0,0.01235657546337158,APPROVE,aggregate risk feature (V294) elevated | aggregate risk feature (V12) elevated | velocity/count signal (C1) elevated
txn_3526149,15048.0,0,0.011466505733252867,APPROVE,transaction amount unusual for this profile | aggregate risk feature (V70) elevated | card5 contributed to risk
txn_3503906,2552.0,0,0.06521739130434782,APPROVE,purchaser email domain risk signal | card5 contributed to risk | billing address risk signal
txn_3515828,4263.2479248046875,1,0.9024390243902439,BLOCK,aggregate risk feature (V258) elevated | velocity/count signal (C1) elevated | velocity/count signal (C13) elevated
txn_3530121,41360.0,1,0.11591962905718702,REVIEW,transaction amount unusual for this profile | velocity/count signal (C13) elevated | velocity/count signal (C14) elevated
txn_3514628,5192.0,0,0.008030488634816932,APPROVE,billing address risk signal | card2 contributed to risk | aggregate risk feature (V61) elevated
txn_3520632,52800.0,1,0.5267857142857142,BLOCK,velocity/count signal (C1) elevated | device fingerprint risk signal | aggregate risk feature (V189) elevated
txn_3461373,87472.0,1,0.07626076260762607,REVIEW,transaction amount unusual for this profile | card type (debit/credit) risk signal | velocity/count signal (C13) elevated
txn_3515855,10296.0,0,0.0032074126870990736,APPROVE,card2 contributed to risk | velocity/count signal (C13) elevated | purchaser email domain risk signal
txn_3567650,5187.600067138672,0,0.0032074126870990736,APPROVE,velocity/count signal (C13) elevated | purchaser email domain risk signal | card5 contributed to risk
txn_3530061,34320.0,0,0.11591962905718702,REVIEW,transaction amount unusual for this profile | card2 contributed to risk | card type (debit/credit) risk signal
txn_3550720,13288.0,0,0.008030488634816932,APPROVE,card3 contributed to risk | transaction amount unusual for this profile | card type (debit/credit) risk signal
txn_3547513,5540.128112792969,1,0.926605504587156,BLOCK,velocity/count signal (C13) elevated | velocity/count signal (C1) elevated | velocity/count signal (C14) elevated
txn_3540473,20299.224365234375,1,0.926605504587156,BLOCK,velocity/count signal (C14) elevated | transaction amount unusual for this profile | velocity/count signal (C13) elevated
txn_3574056,10120.0,0,0.004826060727930827,APPROVE,card1 contributed to risk | billing address risk signal | aggregate risk feature (V70) elevated
txn_3551012,1709.6639556884766,0,0.022616136919315404,APPROVE,card2 contributed to risk | velocity/count signal (C13) elevated | id_05 contributed to risk
txn_3477831,77.26400184631348,0,0.11591962905718702,REVIEW,browser risk signal | velocity/count signal (C13) elevated | aggregate risk feature (V62) elevated
txn_3484044,19888.0,0,0.04038461538461539,APPROVE,transaction amount unusual for this profile | velocity/count signal (C1) elevated | card1 contributed to risk
txn_3467755,19536.0,0,0.0028625954198473282,APPROVE,transaction amount unusual for this profile | time-since-previous-activity signal (D10) unusual | time-since-previous-activity signal (D2) unusual
txn_3567464,9108.0,0,0.008030488634816932,APPROVE,card1 contributed to risk | aggregate risk feature (V70) elevated | velocity/count signal (C2) elevated
txn_3528533,7044.1357421875,0,0.7831325301204819,BLOCK,aggregate risk feature (V258) elevated | velocity/count signal (C13) elevated | velocity/count signal (C14) elevated
txn_3546828,4312.0,0,0.008030488634816932,APPROVE,velocity/count signal (C6) elevated | card1 contributed to risk | aggregate risk feature (V70) elevated
txn_3556380,2200.0,0,0.0015037593984962407,APPROVE,id_11 contributed to risk | card type (debit/credit) risk signal | id_02 contributed to risk
txn_3513374,19888.0,0,0.6266666666666667,BLOCK,purchaser email domain risk signal | transaction amount unusual for this profile | billing address risk signal
txn_3556797,4312.0,0,0.0028625954198473282,APPROVE,aggregate risk feature (V54) elevated | card2 contributed to risk | purchaser email domain risk signal
txn_3533383,9235.599731445312,0,0.022616136919315404,APPROVE,purchaser email domain risk signal | card5 contributed to risk | card type (debit/credit) risk signal
txn_3503057,3163.600067138672,0,0.014556962025316455,APPROVE,card1 contributed to risk | card2 contributed to risk | velocity/count signal (C13) elevated
txn_3528042,2640.0,0,0.004474861805738351,APPROVE,operating system risk signal | id_02 contributed to risk | purchaser email domain risk signal
txn_3559363,2156.0,0,0.0032074126870990736,APPROVE,billing address risk signal | velocity/count signal (C11) elevated | velocity/count signal (C6) elevated
txn_3573147,3163.600067138672,0,1e-06,APPROVE,time-since-previous-activity signal (D2) unusual | velocity/count signal (C1) elevated | billing/shipping distance unusual
txn_3509142,5192.0,0,0.024603836530442035,APPROVE,card type (debit/credit) risk signal | aggregate risk feature (V294) elevated | velocity/count signal (C13) elevated
txn_3473614,19888.0,0,0.0032074126870990736,APPROVE,transaction amount unusual for this profile | card2 contributed to risk | time-since-previous-activity signal (D5) unusual
txn_3560057,3256.0,0,0.004826060727930827,APPROVE,velocity/count signal (C2) elevated | aggregate risk feature (V70) elevated | velocity/count signal (C1) elevated
txn_3551640,4312.0,0,0.022616136919315404,APPROVE,card2 contributed to risk | identity match flag (M5) inconsistent | billing/shipping distance unusual
txn_3498426,9587.599731445312,0,0.004826060727930827,APPROVE,time-since-previous-activity signal (D5) unusual | velocity/count signal (C13) elevated | time-since-previous-activity signal (D10) unusual
txn_3487178,48659.60107421875,0,0.022616136919315404,APPROVE,transaction amount unusual for this profile | velocity/count signal (C13) elevated | card type (debit/credit) risk signal
txn_3520565,31042.0,0,0.008030488634816932,APPROVE,transaction amount unusual for this profile | card2 contributed to risk | velocity/count signal (C14) elevated
txn_3493228,11199.231994628906,0,0.023761031907671416,APPROVE,velocity/count signal (C13) elevated | id_13 contributed to risk | velocity/count signal (C10) elevated
txn_3539151,58432.0,0,0.023761031907671416,APPROVE,transaction amount unusual for this profile | aggregate risk feature (V320) elevated | purchaser email domain risk signal
txn_3517102,735.7680053710938,0,0.008030488634816932,APPROVE,card type (debit/credit) risk signal | velocity/count signal (C13) elevated | card3 contributed to risk
txn_3533451,3432.0,0,0.004474861805738351,APPROVE,card2 contributed to risk | identity match flag (M6) inconsistent | aggregate risk feature (V70) elevated
txn_3506904,17600.0,0,0.0028625954198473282,APPROVE,aggregate risk feature (V311) elevated | card2 contributed to risk | transaction amount unusual for this profile
txn_3551160,6776.0,0,0.023761031907671416,APPROVE,velocity/count signal (C13) elevated | velocity/count signal (C14) elevated | aggregate risk feature (V70) elevated
txn_3544081,10296.0,0,0.07626076260762607,REVIEW,card type (debit/credit) risk signal | velocity/count signal (C13) elevated | aggregate risk feature (V70) elevated
txn_3563723,22000.0,1,0.008030488634816932,APPROVE,transaction amount unusual for this profile | id_01 contributed to risk | card type (debit/credit) risk signal
txn_3575392,14168.0,1,0.036511156186612576,APPROVE,aggregate risk feature (V294) elevated | card1 contributed to risk | transaction amount unusual for this profile
txn_3459967,31851.60107421875,0,0.004826060727930827,APPROVE,transaction amount unusual for this profile | card5 contributed to risk | aggregate risk feature (V310) elevated
txn_3495687,10296.0,0,0.04038461538461539,APPROVE,velocity/count signal (C13) elevated | card5 contributed to risk | billing/shipping distance unusual
txn_3540900,2021.3599395751953,0,0.0028625954198473282,APPROVE,velocity/count signal (C13) elevated | card5 contributed to risk | time-since-previous-activity signal (D4) unusual
txn_3526716,2371.600067138672,0,0.004474861805738351,APPROVE,velocity/count signal (C13) elevated | card5 contributed to risk | purchaser email domain risk signal
txn_3568082,4312.0,0,0.014556962025316455,APPROVE,velocity/count signal (C2) elevated | time-since-previous-activity signal (D3) unusual | purchaser email domain risk signal
txn_3525078,4400.0,0,0.06666666666666667,REVIEW,velocity/count signal (C14) elevated | velocity/count signal (C13) elevated | recipient email domain risk signal
txn_3472133,18832.0,0,0.004826060727930827,APPROVE,time-since-previous-activity signal (D5) unusual | velocity/count signal (C1) elevated | transaction amount unusual for this profile
txn_3510805,1590.6000671386719,0,0.06026785714285715,APPROVE,velocity/count signal (C14) elevated | velocity/count signal (C13) elevated | id_01 contributed to risk
